datetime,open,high,low,close,volume,symbol,exchange,interval,source
2025-12-01 01:00:00,2.21,2.21,1.97,2.04,549367.91,DOTUSD,binance,1D,tradingview
2025-12-02 01:00:00,2.05,2.28,2.03,2.25,542091.2,DOTUSD,binance,1D,tradingview
2025-12-03 01:00:00,2.25,2.4,2.24,2.36,336376.2,DOTUSD,binance,1D,tradingview
2025-12-04 01:00:00,2.37,2.37,2.25,2.27,160898.2,DOTUSD,binance,1D,tradingview
2025-12-05 01:00:00,2.28,2.31,2.09,2.13,348820.94,DOTUSD,binance,1D,tradingview
2025-12-06 01:00:00,2.12,2.16,2.09,2.13,128567.19,DOTUSD,binance,1D,tradingview
2025-12-07 01:00:00,2.13,2.16,2.04,2.09,249844.38,DOTUSD,binance,1D,tradingview
2025-12-08 01:00:00,2.09,2.18,2.08,2.13,224509.39,DOTUSD,binance,1D,tradingview
2025-12-09 01:00:00,2.14,2.39,2.09,2.29,363412.28,DOTUSD,binance,1D,tradingview
2025-12-10 01:00:00,2.29,2.31,2.19,2.2,459424.19,DOTUSD,binance,1D,tradingview
2025-12-11 01:00:00,2.19,2.19,2.01,2.07,438992.62,DOTUSD,binance,1D,tradingview
2025-12-12 01:00:00,2.07,2.09,1.95,2.01,406279.95,DOTUSD,binance,1D,tradingview
2025-12-13 01:00:00,2.01,2.06,2.01,2.04,144495.37,DOTUSD,binance,1D,tradingview
2025-12-14 01:00:00,2.04,2.04,1.93,1.95,241164.77,DOTUSD,binance,1D,tradingview
2025-12-15 01:00:00,1.95,2.01,1.83,1.9,422971.91,DOTUSD,binance,1D,tradingview
2025-12-16 01:00:00,1.9,1.94,1.87,1.9,371296.56,DOTUSD,binance,1D,tradingview
2025-12-17 01:00:00,1.9,1.95,1.79,1.82,411369.86,DOTUSD,binance,1D,tradingview
2025-12-18 01:00:00,1.81,1.88,1.72,1.76,403184.2,DOTUSD,binance,1D,tradingview
2025-12-19 01:00:00,1.76,1.88,1.74,1.85,425990.64,DOTUSD,binance,1D,tradingview
2025-12-20 01:00:00,1.85,1.87,1.83,1.83,118741.51,DOTUSD,binance,1D,tradingview
2025-12-21 01:00:00,1.83,1.85,1.75,1.8,221942.49,DOTUSD,binance,1D,tradingview
2025-12-22 01:00:00,1.8,1.85,1.76,1.78,281045.3,DOTUSD,binance,1D,tradingview
2025-12-23 01:00:00,1.78,1.8,1.73,1.76,236809.0,DOTUSD,binance,1D,tradingview
2025-12-24 01:00:00,1.77,1.77,1.71,1.74,151632.21,DOTUSD,binance,1D,tradingview
2025-12-25 01:00:00,1.74,1.75,1.68,1.68,185888.9,DOTUSD,binance,1D,tradingview
2025-12-26 01:00:00,1.69,1.75,1.65,1.72,375494.79,DOTUSD,binance,1D,tradingview
2025-12-27 01:00:00,1.72,1.93,1.72,1.91,815547.92,DOTUSD,binance,1D,tradingview
2025-12-28 01:00:00,1.91,1.91,1.83,1.85,243511.47,DOTUSD,binance,1D,tradingview
2025-12-29 01:00:00,1.85,1.9,1.82,1.82,284667.45,DOTUSD,binance,1D,tradingview
2025-12-30 01:00:00,1.82,1.84,1.79,1.81,185620.9,DOTUSD,binance,1D,tradingview
2025-12-31 01:00:00,1.81,1.84,1.76,1.79,177186.12,DOTUSD,binance,1D,tradingview
