datetime,open,high,low,close,volume,symbol,exchange,interval,source
2023-04-01 02:00:00,6.35,6.41,6.21,6.35,405476.32,DOTUSD,binance,1D,tradingview
2023-04-02 02:00:00,6.35,6.45,6.18,6.26,558355.68,DOTUSD,binance,1D,tradingview
2023-04-03 02:00:00,6.26,6.51,6.1,6.42,603870.94,DOTUSD,binance,1D,tradingview
2023-04-04 02:00:00,6.43,6.53,6.37,6.44,670197.02,DOTUSD,binance,1D,tradingview
2023-04-05 02:00:00,6.44,6.59,6.33,6.41,327013.13,DOTUSD,binance,1D,tradingview
2023-04-06 02:00:00,6.41,6.43,6.26,6.28,332916.62,DOTUSD,binance,1D,tradingview
2023-04-07 02:00:00,6.28,6.33,6.14,6.18,326472.45,DOTUSD,binance,1D,tradingview
2023-04-08 02:00:00,6.18,6.24,6.1,6.14,227552.21,DOTUSD,binance,1D,tradingview
2023-04-09 02:00:00,6.14,6.26,6.1,6.21,301067.07,DOTUSD,binance,1D,tradingview
2023-04-10 02:00:00,6.22,6.32,6.12,6.29,456921.24,DOTUSD,binance,1D,tradingview
2023-04-11 02:00:00,6.3,6.5,6.27,6.42,596469.16,DOTUSD,binance,1D,tradingview
2023-04-12 02:00:00,6.43,6.48,6.22,6.41,594658.76,DOTUSD,binance,1D,tradingview
2023-04-13 02:00:00,6.41,6.66,6.35,6.64,416981.29,DOTUSD,binance,1D,tradingview
2023-04-14 02:00:00,6.64,6.85,6.55,6.74,667933.17,DOTUSD,binance,1D,tradingview
2023-04-15 02:00:00,6.74,6.87,6.64,6.81,423946.95,DOTUSD,binance,1D,tradingview
2023-04-16 02:00:00,6.81,6.88,6.69,6.83,374106.91,DOTUSD,binance,1D,tradingview
2023-04-17 02:00:00,6.83,6.84,6.63,6.7,543170.69,DOTUSD,binance,1D,tradingview
2023-04-18 02:00:00,6.7,6.99,6.59,6.92,513545.78,DOTUSD,binance,1D,tradingview
2023-04-19 02:00:00,6.91,6.92,6.25,6.31,673132.0,DOTUSD,binance,1D,tradingview
2023-04-20 02:00:00,6.31,6.44,6.07,6.11,586812.58,DOTUSD,binance,1D,tradingview
2023-04-21 02:00:00,6.11,6.17,5.78,5.85,416696.71,DOTUSD,binance,1D,tradingview
2023-04-22 02:00:00,5.85,5.98,5.82,5.95,197139.75,DOTUSD,binance,1D,tradingview
2023-04-23 02:00:00,5.95,5.98,5.78,5.91,497016.31,DOTUSD,binance,1D,tradingview
2023-04-24 02:00:00,5.9,6.02,5.8,5.89,387770.6,DOTUSD,binance,1D,tradingview
2023-04-25 02:00:00,5.89,6.02,5.78,6.0,665983.41,DOTUSD,binance,1D,tradingview
2023-04-26 02:00:00,6.0,6.23,5.63,5.86,669488.23,DOTUSD,binance,1D,tradingview
2023-04-27 02:00:00,5.85,6.05,5.84,5.98,299038.36,DOTUSD,binance,1D,tradingview
2023-04-28 02:00:00,5.98,5.98,5.79,5.95,306538.85,DOTUSD,binance,1D,tradingview
2023-04-29 02:00:00,5.96,6.06,5.93,6.05,166916.96,DOTUSD,binance,1D,tradingview
2023-04-30 02:00:00,6.05,6.09,5.85,5.88,243117.72,DOTUSD,binance,1D,tradingview
