datetime,open,high,low,close,volume,symbol,exchange,interval,source
2024-10-01 02:00:00,4.44,4.57,4.04,4.16,289450.84,DOTUSD,binance,1D,tradingview
2024-10-02 02:00:00,4.16,4.27,4.0,4.1,166580.98,DOTUSD,binance,1D,tradingview
2024-10-03 02:00:00,4.1,4.17,3.99,4.13,114257.52,DOTUSD,binance,1D,tradingview
2024-10-04 02:00:00,4.13,4.22,4.11,4.19,89591.52,DOTUSD,binance,1D,tradingview
2024-10-05 02:00:00,4.19,4.23,4.08,4.14,89886.2,DOTUSD,binance,1D,tradingview
2024-10-06 02:00:00,4.14,4.2,4.11,4.19,47441.37,DOTUSD,binance,1D,tradingview
2024-10-07 02:00:00,4.2,4.27,4.13,4.13,150524.77,DOTUSD,binance,1D,tradingview
2024-10-08 02:00:00,4.13,4.18,4.05,4.1,150877.72,DOTUSD,binance,1D,tradingview
2024-10-09 02:00:00,4.1,4.14,3.95,4.02,126719.62,DOTUSD,binance,1D,tradingview
2024-10-10 02:00:00,4.02,4.08,3.95,4.08,105205.46,DOTUSD,binance,1D,tradingview
2024-10-11 02:00:00,4.07,4.2,4.05,4.17,93735.69,DOTUSD,binance,1D,tradingview
2024-10-12 02:00:00,4.17,4.26,4.15,4.2,63765.1,DOTUSD,binance,1D,tradingview
2024-10-13 02:00:00,4.21,4.22,4.09,4.16,68751.33,DOTUSD,binance,1D,tradingview
2024-10-14 02:00:00,4.17,4.4,4.13,4.37,133596.55,DOTUSD,binance,1D,tradingview
2024-10-15 02:00:00,4.38,4.53,4.3,4.41,185150.75,DOTUSD,binance,1D,tradingview
2024-10-16 02:00:00,4.41,4.41,4.29,4.32,105208.19,DOTUSD,binance,1D,tradingview
2024-10-17 02:00:00,4.31,4.35,4.15,4.19,70486.89,DOTUSD,binance,1D,tradingview
2024-10-18 02:00:00,4.19,4.31,4.17,4.3,148208.47,DOTUSD,binance,1D,tradingview
2024-10-19 02:00:00,4.31,4.48,4.31,4.44,79482.45,DOTUSD,binance,1D,tradingview
2024-10-20 02:00:00,4.44,4.59,4.36,4.57,113960.85,DOTUSD,binance,1D,tradingview
2024-10-21 02:00:00,4.58,4.61,4.34,4.37,121110.73,DOTUSD,binance,1D,tradingview
2024-10-22 02:00:00,4.38,4.43,4.27,4.32,148474.15,DOTUSD,binance,1D,tradingview
2024-10-23 02:00:00,4.32,4.33,4.1,4.21,87680.54,DOTUSD,binance,1D,tradingview
2024-10-24 02:00:00,4.21,4.26,4.14,4.21,60586.67,DOTUSD,binance,1D,tradingview
2024-10-25 02:00:00,4.21,4.22,3.84,3.99,101110.47,DOTUSD,binance,1D,tradingview
2024-10-26 02:00:00,3.99,4.05,3.94,4.03,75558.44,DOTUSD,binance,1D,tradingview
2024-10-27 02:00:00,4.03,4.14,4.0,4.13,77467.47,DOTUSD,binance,1D,tradingview
2024-10-28 01:00:00,4.13,4.22,4.0,4.13,149332.58,DOTUSD,binance,1D,tradingview
2024-10-29 01:00:00,4.12,4.25,4.12,4.19,137376.5,DOTUSD,binance,1D,tradingview
2024-10-30 01:00:00,4.19,4.22,4.12,4.2,92565.99,DOTUSD,binance,1D,tradingview
2024-10-31 01:00:00,4.2,4.22,3.89,3.95,147262.96,DOTUSD,binance,1D,tradingview
