datetime,open,high,low,close,volume,symbol,exchange,interval,source
2022-12-01 01:00:00,5.47,5.48,5.32,5.41,532935.95,DOTUSD,binance,1D,tradingview
2022-12-02 01:00:00,5.41,5.68,5.37,5.62,1216068.34,DOTUSD,binance,1D,tradingview
2022-12-03 01:00:00,5.62,5.71,5.49,5.5,1181053.52,DOTUSD,binance,1D,tradingview
2022-12-04 01:00:00,5.5,5.61,5.49,5.59,670362.82,DOTUSD,binance,1D,tradingview
2022-12-05 01:00:00,5.59,5.74,5.44,5.49,627165.94,DOTUSD,binance,1D,tradingview
2022-12-06 01:00:00,5.49,5.52,5.43,5.5,445027.58,DOTUSD,binance,1D,tradingview
2022-12-07 01:00:00,5.5,5.53,5.24,5.3,813179.08,DOTUSD,binance,1D,tradingview
2022-12-08 01:00:00,5.3,5.46,5.25,5.43,489572.36,DOTUSD,binance,1D,tradingview
2022-12-09 01:00:00,5.43,5.44,5.26,5.3,499764.83,DOTUSD,binance,1D,tradingview
2022-12-10 01:00:00,5.3,5.32,5.26,5.28,499077.54,DOTUSD,binance,1D,tradingview
2022-12-11 01:00:00,5.28,5.32,5.14,5.16,645587.48,DOTUSD,binance,1D,tradingview
2022-12-12 01:00:00,5.16,5.2,5.01,5.17,695517.52,DOTUSD,binance,1D,tradingview
2022-12-13 01:00:00,5.17,5.34,5.0,5.28,773869.18,DOTUSD,binance,1D,tradingview
2022-12-14 01:00:00,5.28,5.36,5.17,5.21,549781.65,DOTUSD,binance,1D,tradingview
2022-12-15 01:00:00,5.22,5.25,5.11,5.23,378610.23,DOTUSD,binance,1D,tradingview
2022-12-16 01:00:00,5.23,5.25,4.53,4.65,763475.98,DOTUSD,binance,1D,tradingview
2022-12-17 01:00:00,4.65,4.72,4.59,4.71,445018.08,DOTUSD,binance,1D,tradingview
2022-12-18 01:00:00,4.71,4.72,4.62,4.66,198331.87,DOTUSD,binance,1D,tradingview
2022-12-19 01:00:00,4.66,4.7,4.4,4.47,416807.45,DOTUSD,binance,1D,tradingview
2022-12-20 01:00:00,4.48,4.64,4.47,4.61,246872.48,DOTUSD,binance,1D,tradingview
2022-12-21 01:00:00,4.61,4.62,4.45,4.49,368897.98,DOTUSD,binance,1D,tradingview
2022-12-22 01:00:00,4.48,4.53,4.38,4.53,370861.4,DOTUSD,binance,1D,tradingview
2022-12-23 01:00:00,4.53,4.54,4.45,4.47,323083.89,DOTUSD,binance,1D,tradingview
2022-12-24 01:00:00,4.48,4.49,4.43,4.45,128846.54,DOTUSD,binance,1D,tradingview
2022-12-25 01:00:00,4.45,4.5,4.4,4.49,277464.67,DOTUSD,binance,1D,tradingview
2022-12-26 01:00:00,4.49,4.58,4.46,4.57,199241.64,DOTUSD,binance,1D,tradingview
2022-12-27 01:00:00,4.58,4.58,4.46,4.48,244254.73,DOTUSD,binance,1D,tradingview
2022-12-28 01:00:00,4.48,4.48,4.24,4.28,406644.39,DOTUSD,binance,1D,tradingview
2022-12-29 01:00:00,4.29,4.35,4.23,4.31,299018.26,DOTUSD,binance,1D,tradingview
2022-12-30 01:00:00,4.31,4.34,4.23,4.32,214434.4,DOTUSD,binance,1D,tradingview
2022-12-31 01:00:00,4.32,4.39,4.3,4.3,184285.58,DOTUSD,binance,1D,tradingview
