datetime,open,high,low,close,volume,symbol,exchange,interval,source
2023-08-01 02:00:00,5.11,5.21,4.98,5.2,157821.62,DOTUSD,binance,1D,tradingview
2023-08-02 02:00:00,5.22,5.22,5.02,5.06,116206.19,DOTUSD,binance,1D,tradingview
2023-08-03 02:00:00,5.06,5.07,4.94,4.98,80716.26,DOTUSD,binance,1D,tradingview
2023-08-04 02:00:00,4.97,5.04,4.95,4.99,89853.45,DOTUSD,binance,1D,tradingview
2023-08-05 02:00:00,4.99,4.99,4.93,4.97,55232.6,DOTUSD,binance,1D,tradingview
2023-08-06 02:00:00,4.97,5.04,4.96,5.0,109897.09,DOTUSD,binance,1D,tradingview
2023-08-07 02:00:00,5.0,5.04,4.84,4.97,116733.82,DOTUSD,binance,1D,tradingview
2023-08-08 02:00:00,4.97,5.1,4.93,5.06,100267.11,DOTUSD,binance,1D,tradingview
2023-08-09 02:00:00,5.06,5.11,4.99,5.06,81430.48,DOTUSD,binance,1D,tradingview
2023-08-10 02:00:00,5.06,5.07,4.98,5.0,35017.71,DOTUSD,binance,1D,tradingview
2023-08-11 02:00:00,5.0,5.01,4.96,5.01,62761.65,DOTUSD,binance,1D,tradingview
2023-08-12 02:00:00,5.01,5.04,4.99,5.04,58459.35,DOTUSD,binance,1D,tradingview
2023-08-13 02:00:00,5.04,5.04,4.97,4.98,52388.2,DOTUSD,binance,1D,tradingview
2023-08-14 02:00:00,4.98,5.05,4.95,4.99,183614.57,DOTUSD,binance,1D,tradingview
2023-08-15 02:00:00,4.99,4.99,4.63,4.81,125589.8,DOTUSD,binance,1D,tradingview
2023-08-16 02:00:00,4.82,4.84,4.54,4.67,145712.22,DOTUSD,binance,1D,tradingview
2023-08-17 02:00:00,4.67,4.83,4.32,4.43,465356.4,DOTUSD,binance,1D,tradingview
2023-08-18 02:00:00,4.43,4.56,4.37,4.51,222993.89,DOTUSD,binance,1D,tradingview
2023-08-19 02:00:00,4.51,4.55,4.46,4.52,98899.23,DOTUSD,binance,1D,tradingview
2023-08-20 02:00:00,4.52,4.53,4.47,4.52,43178.41,DOTUSD,binance,1D,tradingview
2023-08-21 02:00:00,4.52,4.54,4.37,4.43,95610.31,DOTUSD,binance,1D,tradingview
2023-08-22 02:00:00,4.43,4.45,4.26,4.42,92541.61,DOTUSD,binance,1D,tradingview
2023-08-23 02:00:00,4.43,4.54,4.38,4.49,96082.58,DOTUSD,binance,1D,tradingview
2023-08-24 02:00:00,4.49,4.52,4.37,4.42,93945.26,DOTUSD,binance,1D,tradingview
2023-08-25 02:00:00,4.43,4.5,4.36,4.49,70677.6,DOTUSD,binance,1D,tradingview
2023-08-26 02:00:00,4.49,4.52,4.48,4.51,42380.41,DOTUSD,binance,1D,tradingview
2023-08-27 02:00:00,4.51,4.54,4.46,4.49,93400.37,DOTUSD,binance,1D,tradingview
2023-08-28 02:00:00,4.49,4.62,4.42,4.6,123342.88,DOTUSD,binance,1D,tradingview
2023-08-29 02:00:00,4.61,4.81,4.54,4.68,215305.17,DOTUSD,binance,1D,tradingview
2023-08-30 02:00:00,4.68,4.68,4.52,4.54,196110.02,DOTUSD,binance,1D,tradingview
2023-08-31 02:00:00,4.54,4.54,4.23,4.27,231378.79,DOTUSD,binance,1D,tradingview
