datetime,open,high,low,close,volume,symbol,exchange,interval,source
2023-07-01 02:00:00,5.18,5.37,5.12,5.35,380097.7,DOTUSD,binance,1D,tradingview
2023-07-02 02:00:00,5.35,5.53,5.23,5.5,294103.24,DOTUSD,binance,1D,tradingview
2023-07-03 02:00:00,5.5,5.63,5.38,5.43,320624.86,DOTUSD,binance,1D,tradingview
2023-07-04 02:00:00,5.43,5.51,5.27,5.35,214121.94,DOTUSD,binance,1D,tradingview
2023-07-05 02:00:00,5.35,5.38,5.12,5.21,183707.18,DOTUSD,binance,1D,tradingview
2023-07-06 02:00:00,5.21,5.37,5.01,5.02,191487.68,DOTUSD,binance,1D,tradingview
2023-07-07 02:00:00,5.02,5.18,4.98,5.12,201434.54,DOTUSD,binance,1D,tradingview
2023-07-08 02:00:00,5.12,5.2,5.06,5.13,89972.14,DOTUSD,binance,1D,tradingview
2023-07-09 02:00:00,5.13,5.16,5.06,5.08,158755.29,DOTUSD,binance,1D,tradingview
2023-07-10 02:00:00,5.08,5.23,4.99,5.13,151086.83,DOTUSD,binance,1D,tradingview
2023-07-11 02:00:00,5.14,5.22,5.09,5.21,60625.5,DOTUSD,binance,1D,tradingview
2023-07-12 02:00:00,5.21,5.31,5.1,5.15,175159.71,DOTUSD,binance,1D,tradingview
2023-07-13 02:00:00,5.15,5.56,5.1,5.55,316930.5,DOTUSD,binance,1D,tradingview
2023-07-14 02:00:00,5.55,5.74,5.3,5.45,490471.95,DOTUSD,binance,1D,tradingview
2023-07-15 02:00:00,5.45,5.57,5.39,5.43,210794.97,DOTUSD,binance,1D,tradingview
2023-07-16 02:00:00,5.44,5.45,5.27,5.31,175396.27,DOTUSD,binance,1D,tradingview
2023-07-17 02:00:00,5.31,5.42,5.18,5.3,227383.89,DOTUSD,binance,1D,tradingview
2023-07-18 02:00:00,5.3,5.39,5.1,5.19,244657.25,DOTUSD,binance,1D,tradingview
2023-07-19 02:00:00,5.18,5.26,5.14,5.19,131828.43,DOTUSD,binance,1D,tradingview
2023-07-20 02:00:00,5.19,5.49,5.19,5.36,369389.33,DOTUSD,binance,1D,tradingview
2023-07-21 02:00:00,5.36,5.71,5.34,5.49,664660.91,DOTUSD,binance,1D,tradingview
2023-07-22 02:00:00,5.49,5.52,5.27,5.31,230549.9,DOTUSD,binance,1D,tradingview
2023-07-23 02:00:00,5.32,5.49,5.28,5.4,160599.12,DOTUSD,binance,1D,tradingview
2023-07-24 02:00:00,5.4,5.41,5.12,5.21,685622.06,DOTUSD,binance,1D,tradingview
2023-07-25 02:00:00,5.21,5.25,5.13,5.17,168498.51,DOTUSD,binance,1D,tradingview
2023-07-26 02:00:00,5.18,5.3,5.12,5.24,124930.11,DOTUSD,binance,1D,tradingview
2023-07-27 02:00:00,5.24,5.34,5.19,5.23,142035.91,DOTUSD,binance,1D,tradingview
2023-07-28 02:00:00,5.24,5.27,5.16,5.22,136983.58,DOTUSD,binance,1D,tradingview
2023-07-29 02:00:00,5.22,5.26,5.21,5.25,44268.34,DOTUSD,binance,1D,tradingview
2023-07-30 02:00:00,5.26,5.28,5.09,5.19,107187.03,DOTUSD,binance,1D,tradingview
2023-07-31 02:00:00,5.19,5.26,5.06,5.11,199098.62,DOTUSD,binance,1D,tradingview
