datetime,open,high,low,close,volume,symbol,exchange,interval,source
2022-08-01 02:00:00,8.63,8.99,8.04,8.18,1188518.23,DOTUSD,binance,1D,tradingview
2022-08-02 02:00:00,8.18,8.27,7.68,7.93,1044916.63,DOTUSD,binance,1D,tradingview
2022-08-03 02:00:00,7.94,8.44,7.69,8.0,891235.87,DOTUSD,binance,1D,tradingview
2022-08-04 02:00:00,7.99,8.27,7.88,8.09,552577.7,DOTUSD,binance,1D,tradingview
2022-08-05 02:00:00,8.09,8.84,8.07,8.81,777557.05,DOTUSD,binance,1D,tradingview
2022-08-06 02:00:00,8.8,8.88,8.49,8.52,620438.5,DOTUSD,binance,1D,tradingview
2022-08-07 02:00:00,8.52,8.93,8.35,8.65,517879.32,DOTUSD,binance,1D,tradingview
2022-08-08 02:00:00,8.66,9.39,8.64,9.28,977059.2,DOTUSD,binance,1D,tradingview
2022-08-09 02:00:00,9.28,9.46,8.65,8.9,844340.49,DOTUSD,binance,1D,tradingview
2022-08-10 02:00:00,8.9,9.64,8.55,9.52,1119237.9,DOTUSD,binance,1D,tradingview
2022-08-11 02:00:00,9.53,9.67,9.14,9.21,781906.23,DOTUSD,binance,1D,tradingview
2022-08-12 02:00:00,9.21,9.5,9.04,9.49,479306.27,DOTUSD,binance,1D,tradingview
2022-08-13 02:00:00,9.48,9.68,9.26,9.3,429019.84,DOTUSD,binance,1D,tradingview
2022-08-14 02:00:00,9.31,9.56,8.84,8.96,509667.17,DOTUSD,binance,1D,tradingview
2022-08-15 02:00:00,8.96,9.38,8.63,8.79,554770.41,DOTUSD,binance,1D,tradingview
2022-08-16 02:00:00,8.79,8.95,8.64,8.84,507194.47,DOTUSD,binance,1D,tradingview
2022-08-17 02:00:00,8.84,9.18,8.32,8.37,771904.54,DOTUSD,binance,1D,tradingview
2022-08-18 02:00:00,8.38,8.59,8.02,8.09,567352.0,DOTUSD,binance,1D,tradingview
2022-08-19 02:00:00,8.08,8.09,7.23,7.31,1139007.62,DOTUSD,binance,1D,tradingview
2022-08-20 02:00:00,7.31,7.52,7.04,7.23,592534.75,DOTUSD,binance,1D,tradingview
2022-08-21 02:00:00,7.23,7.53,7.17,7.43,393315.83,DOTUSD,binance,1D,tradingview
2022-08-22 02:00:00,7.43,7.44,7.0,7.41,548532.47,DOTUSD,binance,1D,tradingview
2022-08-23 02:00:00,7.4,7.71,7.19,7.64,661809.4,DOTUSD,binance,1D,tradingview
2022-08-24 02:00:00,7.64,7.77,7.42,7.56,458204.23,DOTUSD,binance,1D,tradingview
2022-08-25 02:00:00,7.56,7.75,7.46,7.58,414099.36,DOTUSD,binance,1D,tradingview
2022-08-26 02:00:00,7.57,7.66,6.87,6.93,675269.9,DOTUSD,binance,1D,tradingview
2022-08-27 02:00:00,6.93,7.1,6.8,7.04,542386.08,DOTUSD,binance,1D,tradingview
2022-08-28 02:00:00,7.05,7.15,6.82,6.86,378853.13,DOTUSD,binance,1D,tradingview
2022-08-29 02:00:00,6.87,7.31,6.79,7.28,567983.64,DOTUSD,binance,1D,tradingview
2022-08-30 02:00:00,7.28,7.37,6.89,7.0,445548.96,DOTUSD,binance,1D,tradingview
2022-08-31 02:00:00,7.01,7.29,6.98,7.04,468819.83,DOTUSD,binance,1D,tradingview
