datetime,open,high,low,close,volume,symbol,exchange,interval,source
2024-02-01 01:00:00,6.65,6.81,6.55,6.79,154718.07,DOTUSD,binance,1D,tradingview
2024-02-02 01:00:00,6.79,7.02,6.77,6.94,124112.64,DOTUSD,binance,1D,tradingview
2024-02-03 01:00:00,6.95,7.0,6.82,6.82,61227.85,DOTUSD,binance,1D,tradingview
2024-02-04 01:00:00,6.82,6.83,6.66,6.66,68196.76,DOTUSD,binance,1D,tradingview
2024-02-05 01:00:00,6.67,7.0,6.59,6.73,129658.12,DOTUSD,binance,1D,tradingview
2024-02-06 01:00:00,6.73,6.83,6.64,6.81,66644.17,DOTUSD,binance,1D,tradingview
2024-02-07 01:00:00,6.81,6.97,6.67,6.94,201201.24,DOTUSD,binance,1D,tradingview
2024-02-08 01:00:00,6.95,7.1,6.86,7.01,245456.02,DOTUSD,binance,1D,tradingview
2024-02-09 01:00:00,7.02,7.32,6.95,7.2,219142.14,DOTUSD,binance,1D,tradingview
2024-02-10 01:00:00,7.21,7.3,7.07,7.21,115316.26,DOTUSD,binance,1D,tradingview
2024-02-11 01:00:00,7.21,7.34,7.08,7.1,120848.4,DOTUSD,binance,1D,tradingview
2024-02-12 01:00:00,7.11,7.38,6.98,7.34,310600.68,DOTUSD,binance,1D,tradingview
2024-02-13 01:00:00,7.35,7.45,7.13,7.36,259350.69,DOTUSD,binance,1D,tradingview
2024-02-14 01:00:00,7.36,7.72,7.28,7.66,350961.93,DOTUSD,binance,1D,tradingview
2024-02-15 01:00:00,7.65,7.96,7.54,7.79,458292.0,DOTUSD,binance,1D,tradingview
2024-02-16 01:00:00,7.79,7.87,7.55,7.65,403843.57,DOTUSD,binance,1D,tradingview
2024-02-17 01:00:00,7.65,7.71,7.35,7.71,338114.19,DOTUSD,binance,1D,tradingview
2024-02-18 01:00:00,7.71,7.92,7.68,7.86,272694.44,DOTUSD,binance,1D,tradingview
2024-02-19 01:00:00,7.86,8.15,7.61,8.02,370135.19,DOTUSD,binance,1D,tradingview
2024-02-20 01:00:00,8.03,8.11,7.44,7.73,229333.09,DOTUSD,binance,1D,tradingview
2024-02-21 01:00:00,7.73,7.73,7.23,7.48,235001.86,DOTUSD,binance,1D,tradingview
2024-02-22 01:00:00,7.46,7.69,7.28,7.48,216606.92,DOTUSD,binance,1D,tradingview
2024-02-23 01:00:00,7.47,7.65,7.27,7.56,242970.95,DOTUSD,binance,1D,tradingview
2024-02-24 01:00:00,7.56,7.89,7.44,7.82,253209.69,DOTUSD,binance,1D,tradingview
2024-02-25 01:00:00,7.82,7.94,7.68,7.92,182370.66,DOTUSD,binance,1D,tradingview
2024-02-26 01:00:00,7.92,8.11,7.59,8.1,304392.86,DOTUSD,binance,1D,tradingview
2024-02-27 01:00:00,8.12,8.45,8.01,8.36,413261.76,DOTUSD,binance,1D,tradingview
2024-02-28 01:00:00,8.37,8.74,7.75,8.35,634008.16,DOTUSD,binance,1D,tradingview
2024-02-29 01:00:00,8.35,8.9,8.04,8.26,542155.26,DOTUSD,binance,1D,tradingview
