datetime,open,high,low,close,volume,symbol,exchange,interval,source
2025-03-01 01:00:00,4.71,4.82,4.53,4.67,125096.14,DOTUSD,binance,1D,tradingview
2025-03-02 01:00:00,4.65,5.24,4.58,5.21,460590.99,DOTUSD,binance,1D,tradingview
2025-03-03 01:00:00,5.22,5.25,4.43,4.48,321168.42,DOTUSD,binance,1D,tradingview
2025-03-04 01:00:00,4.46,4.51,4.02,4.33,305918.35,DOTUSD,binance,1D,tradingview
2025-03-05 01:00:00,4.33,4.55,4.28,4.53,171405.43,DOTUSD,binance,1D,tradingview
2025-03-06 01:00:00,4.54,4.66,4.35,4.44,124607.92,DOTUSD,binance,1D,tradingview
2025-03-07 01:00:00,4.43,4.68,4.22,4.42,271891.34,DOTUSD,binance,1D,tradingview
2025-03-08 01:00:00,4.41,4.45,4.26,4.3,71160.32,DOTUSD,binance,1D,tradingview
2025-03-09 01:00:00,4.29,4.36,3.99,4.02,157572.69,DOTUSD,binance,1D,tradingview
2025-03-10 01:00:00,4.03,4.28,3.79,3.87,389626.44,DOTUSD,binance,1D,tradingview
2025-03-11 01:00:00,3.88,4.12,3.67,4.04,199952.37,DOTUSD,binance,1D,tradingview
2025-03-12 01:00:00,4.05,4.1,3.85,3.98,139648.59,DOTUSD,binance,1D,tradingview
2025-03-13 01:00:00,3.97,4.09,3.82,3.98,162520.64,DOTUSD,binance,1D,tradingview
2025-03-14 01:00:00,3.97,4.24,3.97,4.19,155342.02,DOTUSD,binance,1D,tradingview
2025-03-15 01:00:00,4.2,4.43,4.19,4.35,167280.1,DOTUSD,binance,1D,tradingview
2025-03-16 01:00:00,4.35,4.36,4.18,4.31,119177.54,DOTUSD,binance,1D,tradingview
2025-03-17 01:00:00,4.32,4.47,4.32,4.38,167460.48,DOTUSD,binance,1D,tradingview
2025-03-18 01:00:00,4.37,4.49,4.24,4.46,150266.93,DOTUSD,binance,1D,tradingview
2025-03-19 01:00:00,4.46,4.59,4.44,4.55,189193.31,DOTUSD,binance,1D,tradingview
2025-03-20 01:00:00,4.55,4.57,4.33,4.4,90944.04,DOTUSD,binance,1D,tradingview
2025-03-21 01:00:00,4.4,4.59,4.38,4.5,206039.56,DOTUSD,binance,1D,tradingview
2025-03-22 01:00:00,4.49,4.55,4.42,4.44,124384.68,DOTUSD,binance,1D,tradingview
2025-03-23 01:00:00,4.44,4.52,4.4,4.5,76120.38,DOTUSD,binance,1D,tradingview
2025-03-24 01:00:00,4.5,4.77,4.47,4.63,168248.73,DOTUSD,binance,1D,tradingview
2025-03-25 01:00:00,4.62,4.72,4.59,4.63,90497.22,DOTUSD,binance,1D,tradingview
2025-03-26 01:00:00,4.63,4.77,4.6,4.7,245242.37,DOTUSD,binance,1D,tradingview
2025-03-27 01:00:00,4.7,4.77,4.5,4.62,269895.67,DOTUSD,binance,1D,tradingview
2025-03-28 01:00:00,4.61,4.64,4.25,4.28,170344.64,DOTUSD,binance,1D,tradingview
2025-03-29 01:00:00,4.28,4.3,4.0,4.05,108450.13,DOTUSD,binance,1D,tradingview
2025-03-30 01:00:00,4.04,4.17,3.99,4.04,53958.21,DOTUSD,binance,1D,tradingview
2025-03-31 02:00:00,4.05,4.09,3.95,4.02,62791.88,DOTUSD,binance,1D,tradingview
